CUID,RUID,SSN,FNAME,MINIT,LNAME,STNUM,STADD,APT,CITY,STATE,ZIP
5923,0,220077861,Vandeven,Y,Fris,170,Berth Avenue,6d7,Jolley,IA,50551
5924,0,783713415,Ba,P,Trude,245,Mengly Road,4r2,Elsinore,UT,84724
5925,0,176650846,Roerick,L,Ing,512,Hendricksen Lane,8s6,Covington,OH,45318
5926,0,277863361,Kushwaha,J,Pittges,469,Farowe Street,2k4,Wiseman,AR,72587
5927,0,436375244,Gav,O,Schacht,136,General St,7g1,Manokotak,AK,99628
5928,0,407272746,Malynne,K,Emmalee,447,Lively Ln,8b8,Severance,CO,80546
5929,0,440582231,Raskin,,Bulletin,832,Antflick Avenue,3n4,Kosrae,FM,96944
5930,0,385440541,Agront,,Gingerich,170,Porciuncula St,7n2,Portland,OR,97229
5931,0,437725672,Kwong,T,Riffi,651,Natascia Avenue,4l3,Media,PA,19063
5932,0,676203454,Marilee,R,Gutteridge,510,Solman Ave,0j6,Wamsutter,WY,82336
5933,0,368766526,Eyre,K,Loux,388,Morrill Ave,3s6,Agana,GU,96930
5934,0,727124831,Morice,Z,Zadian,254,Aronovich Rd,2u7,Johnstown,PA,15902
5935,0,702326538,Pedrazzoli,R,Ladewig,554,Calacci Pkwy,1s5,Daytona Beach,FL,32019
5936,0,180516856,Channell,U,Howekamp,725,Shila Avenue,3f3,Beckville,TX,75631
5937,0,725377044,Bjur,E,Jollis,244,Knipe St,7s3,Girard,KS,66743
5938,0,260662372,Questell,C,Hannah,555,Alpaugh Rd,5o0,Clatonia,NE,68328
5939,0,371875110,Anup,,Nakatsuka,124,Cenac Rd,7t5,Willard,MT,59354
5940,0,138852523,Kreiser,I,Emyle,,PO Box 4336,,Bancroft,NE,68004
5941,0,534507330,Collonge,H,Szpakowski,263,Ullern Avenue,5c5,Stockton,CA,95297
5942,0,787074337,Mannon,,Waidler,627,Grima Street,0d7,Malone,WA,98559
5943,0,767127015,Corvalan,E,Bandel,963,Dominquez Road,2o7,Kosrae,FM,96944
5944,0,665741864,Goddard,T,Seidel,179,Slawikowski Road,1c5,Coamo,PR,00640
5945,0,107524582,Crumly,,Assise,,PO Box 2916,,Santa Rosa,CA,95408
5946,0,388334856,Dromgoole,T,Mendel,105,Sevigny Parkway,5r1,Christiansted,VI,00824
5947,0,475408626,Brindle,G,Kahming,,PO Box 1781,,Mansfield,AR,72944
5948,0,714221542,Cuauhtemoe,G,Avictor,848,Pinkham Pkwy,0h5,New Geneva,PA,15467
5949,0,508437558,Cressler,G,Vi,368,Beauregard Ln,7v0,Columbia,SC,29204
5950,0,551833433,Hasimah,E,Iselin,,PO Box 1438,,Gouldsboro,ME,04607
5951,0,705172805,Minchey,B,Lem,778,Karsz Ave,2g7,Tacoma,WA,98439
5952,0,724485853,Branstetter,,Ainun,56,Regier Avenue,3u8,Boise,ID,83704
5953,0,573223247,Martguerita,Y,Pitt,956,Nassoy Street,5r4,Gibsonburg,OH,43431
5954,0,716111528,Mahaletchimi,I,Shihtien,154,Carme Avenue,2z7,Eckert,CO,81418
5955,0,118221132,Hollins,,Nozaki,778,Badaroux St,6a4,Henderson,TN,38340
5956,0,117425678,Sappey,K,Nung,407,Czappa,8s0,Quinebaug,CT,06262
5957,0,274824733,Perlaki,P,Fadziah,657,Degger Pkwy,6i6,FPO Seattle,WA,98766
5958,0,105848667,Mealer,X,Ora,,PO Box 4313,,Taunton,MA,02779
5959,0,244416828,Goundan,K,Lowerre,561,Haeupler Ln,2s7,Frederiksted,VI,00840
5960,0,135274833,Labianca,Q,Ramage,1000,Duvivier Ln,3q5,Fawn Grove,PA,17321
5961,0,675333446,Chavis,X,Stuteville,190,Lupin St,0s6,Caledonia,MS,39740
5962,0,171410867,Cashen,T,Xenophon,330,Glenys,7f1,Milford,DE,19963
5963,0,583076646,Froess,X,Vilter,757,Jeans Ln,8k1,Mc Clure,OH,43523
5964,0,187127436,Garn,K,Tahsin,41,Repeta Street,1s8,Guffey,CO,80820
5965,0,726751040,Oslosky,F,Sickinghe,297,Motter,1b0,New Hope,AL,35760
5966,0,710166848,Nauta,G,Tymn,130,Duley Parkway,1x5,Chester,PA,19013
5967,0,727126415,Ayandeh,F,Pavlic,856,Nininger Avenue,5x8,Cabery,IL,60919
5968,0,215166620,Callos,T,Yenter,247,Eward Avenue,0x5,Campbell,TX,75422
5969,0,271343814,Rynties,E,Jalaluddin,688,Morscher Ln,0x7,Dover,FL,33527
5970,0,738444712,Ivanyi,B,Fayez,885,Gudat Ave,3m2,Wilmington,DE,19895
5971,0,258337401,Dumoulin,Q,Dilip,932,Tolpa Ave,7n5,Orocovis,PR,00720
5972,0,133233628,Gagan,N,Worden,527,Davelynn Lane,1y1,Moca,PR,00716
5973,0,462364217,Dzulkarnain,W,Schuil,626,Theresina Parkway,4u6,Fontana,CA,92335
5974,0,360258113,Tidaback,A,Bcspatch,254,Freeburn Road,3o4,Boise,ID,83735
5975,0,411453380,Brinkman,C,Shub,155,Oddbjorn Rd,5j2,Essex Fells,NJ,07021
5976,0,284130162,Olwen,D,Ning,357,Dalaroy Avenue,2w4,Wilsonburg,WV,26461
5977,0,785303423,Nowakowski,A,Santanasamy,899,Olaeyan Avenue,1q6,Brussels,WI,54204
5978,0,434858615,Wil,L,Haddick,183,Bran Ave,1v5,Charlotte Amalie,VI,00802
5979,0,718471332,Thaker,Q,Simhan,470,Rowney Ln,1g1,Proctorsville,VT,05153
5980,0,205076865,Frood,,Schlemer,531,Podiebrad Pkwy,2q5,Jean,NV,89019
5981,0,371464307,Rous,P,Wroblewski,705,Bezenek Street,0m4,Farmington,MI,48333
5982,0,403622437,Ledna,A,Elston,754,Lalor Rd,6v6,Mascotte,FL,32753
5983,0,558660382,Aley,W,Highe,352,Gasbarro,6r5,Andersonville,TN,37705
5984,0,182803250,Rochelle,G,Jaquenette,543,Stangl Ave,8s0,Jamestown,KS,66948
5985,0,502275152,Dickford,W,Matias,689,Merwyn Rd,8z5,Minneapolis,MN,55432
5986,0,301164774,Giavani,R,Fassmann,588,Roye Pkwy,2c3,Shreveport,LA,71152
5987,0,728805550,Mccampbell,G,Sabin,444,Marscha,5q0,Chepachet,RI,02814
5988,0,444724217,Certa,E,Kokkhiang,873,Deneen Pkwy,8b4,APO Miami,FL,34011
5989,0,344333456,Siebrecht,D,Nakaso,448,Berkeley St,5w0,Springdale,AR,72764
5990,0,604063805,Mageswary,F,Roehrenbeck,887,Dulcinea Street,4e8,Boulder,CO,80304
5991,0,676305133,Arus,R,Dumoulin,202,Yanzhen Road,0p2,Keosauqua,IA,52565
5992,0,514223182,Kihyen,,Lapides,630,Jouanny Street,0n4,Odessa,DE,19730
5993,0,175738470,Bickler,,Erena,275,Weyenberg Lane,5h2,Edina,MO,63537
5994,0,524820445,Svensson,,Doralin,,PO Box 2458,,Yazoo City,MS,39194
5995,0,718348404,Strubel,D,Sinah,1,Annise Pkwy,7f0,Saint Paul,MN,55165
5996,0,353112073,Corell,W,Minako,635,Bexon,4q8,Mountain Home,UT,84051
5997,0,715318522,Bien,C,Hausi,918,Brindle Street,6r8,Larsen Bay,AK,99624
5998,0,704486845,Gueltig,J,Badiee,318,Nebe Parkway,1y4,Butte,MT,59703
5999,0,545723883,Truffy,M,Kupitz,15,Rapley Street,1s2,Atlanta,GA,30318
6000,0,787376038,Heydarian,M,Jenden,237,Vobis Pkwy,1z7,Lebanon,NH,03766
6001,0,350780336,Kishimoto,N,Freese,,PO Box 909,,Gainesville,FL,32608
6002,0,128016272,Yoshie,J,Baillod,939,Hedger Ave,0q4,Damascus,AR,72039
6003,0,768103215,Yehouenou,S,Ermengarde,913,Plumb Street,2v7,Brandamore,PA,19316
6004,0,302475842,Stanley,M,Katri,109,Berrin Rd,7s5,Linwood,KS,66052
6005,0,282620441,Mckitrick,H,Munro,719,Laudon Pkwy,5h2,Charlotte,NC,28259
6006,0,432527126,Dejongh,V,Liakos,806,Annaert St,6r3,Burnham,ME,04922
6007,0,462267441,Kerwin,B,Hiles,478,Mabbott St,3x0,Rhodelia,KY,40161
6008,0,135330654,Pretka,,Ulrike,758,Paar,5c5,Judsonia,AR,72081
6009,0,337153806,Aston,I,Kinnari,138,Solange Street,3j6,Felton,DE,19943
6010,0,220383834,Stoft,V,Shum,686,Derek Parkway,7m5,Eros,LA,71238
6011,0,416272854,Arbacauskas,Z,Plante,54,Vairavan Ave,5q5,FPO San Francisco,GU,96637
6012,0,107438647,Meder,W,Parameswary,363,Kym Avenue,1h8,Bronx,NY,10471
6013,0,134126144,Boehner,D,Oberholzer,674,Boruslawski Lane,6i2,Jean,NV,89026
6014,0,226604116,Stiver,Q,Faust,949,Yaumun Street,1d8,Hesperus,CO,81326
6015,0,221713813,Bolen,,Antinelli,,PO Box 2329,,Lake Alfred,FL,33850
6016,0,226413225,Nalls,N,Lifton,229,You St,2z3,Weiser,ID,83672
6017,0,760773085,Burness,P,Mellor,1,Quevrin Lane,3h4,Beebe River,NH,03219
6018,0,762767045,Suhama,C,Hufana,879,Georgoux Road,4p6,Hamburg,WI,54438
6019,0,457601385,Willibald,,Rolland,878,Cordemeyer Ave,3s5,Agana,GU,96924
6020,0,434300661,Fleming,P,Ankrom,424,Rotsey Lane,3f1,Chelsea,MA,02150
6021,0,600648831,Alarnen,H,Strazdins,323,Tillema,0g2,Kosrae,FM,96944
6022,0,556740671,Cele,,Gwillim,639,Vehonsky Street,4r7,West Chesterfield,NH,03466
6023,0,760435668,Otakar,,Chikeung,46,Stockley Parkway,0m1,Little River,TX,76554
6024,0,422517080,Konstan,K,Taiichi,50,Balloch Road,0x7,Dale,OK,74838
6025,0,701201683,Ainun,H,Marris,43,Chipman Ave,1m3,Las Vegas,NV,89199
6026,0,628305736,Beymer,Z,Demetrick,673,Mackenzie St,7j1,Omaha,NE,68152
6027,0,638565047,Emanuels,W,Beck,,PO Box 1893,,Agana,GU,96916
6028,0,227513133,Ciuba,R,Wyndham,968,Dzien Rd,4c1,Parkton,MD,21120
6029,0,631583003,Elio,B,Breault,974,Greenstein Lane,3h0,Wilton,CT,06897
6030,0,121131702,Vasile,P,Cuddeback,810,Leun Ave,5v4,Side Lake,MN,55781
6031,0,415534574,Haude,D,Pickel,245,Shaharizan St,2j8,Waitsburg,WA,99361
6032,0,720555226,Sutis,S,Campanile,,PO Box 325,,Three Rivers,MA,01080
6033,0,345017306,Urbain,I,Msika,811,Klco Pkwy,6z0,Loveland,OK,73553
6034,0,228277422,Yaufun,M,Laqueta,310,Ruumet Lane,7u3,Oak Grove,LA,71263
6035,0,362566246,Aune,G,Heisel,970,Pagani Street,5c7,Ridgewood,NJ,07450
6036,0,602213180,Margo,B,Nancie,893,Bergmann St,4y4,Carolina,RI,02812
6037,0,445062823,Toshihide,,Manjul,772,Nessl,5d8,Santa Cruz,CA,95060
6038,0,747211531,Hinchey,,Armolavicius,567,Austwick,3j0,Mazeppa,MN,55956
6039,0,227433566,Pinel,B,Tabili,533,Noorasmah Road,7i3,Washington,DC,20033
6040,0,344217007,Ornelas,B,Spring,199,Angelos,2f0,Bordentown,NJ,08505
6041,0,531887703,Gerrer,U,Viona,122,Salzman Street,4j1,Silver Spring,MD,20900
6042,0,125023626,Shayne,L,Toombs,761,Menzel Ln,7e6,Buhler,KS,67522
6043,0,632650012,Diestel,I,Korenkiewicz,,PO Box 3966,,Cambridge,MA,02139
6044,0,453601520,Dept.,A,Meister,522,Conception Ln,8i0,Richton,MS,39476
6045,0,434668277,Menon,F,Signorat,465,Kuzmic Ave,0s5,Ruth,MI,48470
6046,0,117316377,Kipp,,Irisarri,510,Rath Avenue,2z1,Coventry,RI,02816
6047,0,540200400,Mineko,Z,Guitard,520,Cozyn Street,8o1,Agana,GU,96923
6048,0,264307610,Bharati,H,Kosek,430,Caz St,1m3,Seattle,WA,98154
6049,0,637845386,Blanca,P,Marrec,,PO Box 2800,,Southfields,NY,10975
6050,0,787305526,Constancia,,Botelho,682,Albertos Street,0g1,Snohomish,WA,98290
6051,0,178042260,Meining,N,Melita,,PO Box 831,,Richardson Springs,CA,95973
6052,0,225438286,Stavros,O,Kiyofumi,844,Filip Road,2k0,Tula,MS,38675
6053,0,380684616,Shep,Q,Lobin,,PO Box 1951,,Hacksneck,VA,23358
6054,0,623438446,Oivi,D,Zabokrzycki,363,Helenelizabeth,1y4,Herndon,VA,22090
6055,0,145103060,Lucero,Q,Seevers,659,Hamidah St,0p8,Elizabeth,MN,56533
6056,0,323027560,Nalini,T,Yaegashi,728,Pantalone Parkway,5c1,Hydes,MD,21082
6057,0,184715135,Boeyen,C,Godeau,11,Slansky Street,7l1,Williamstown,NJ,08094
6058,0,265455023,Sprouse,O,Lelorieux,794,Kojiro Avenue,2o2,Treloar,MO,63378
6059,0,588803312,Lindt,X,Lavery,190,Lashonda Rd,8k4,Greeley,CO,80631
6060,0,202236823,Barry,L,Kiep,225,Terrio,8h2,Poolville,NY,13432
6061,0,688702643,Poobah,,Brodfuehrer,510,Hosoda,5v2,Mountain Home,ID,83647
6062,0,200086451,Sajani,C,Bouldt,628,Urano Street,2m6,Fayetteville,NC,28301
6063,0,614402080,Jakie,V,Friederike,311,Macintyre Lane,7w5,Kosrae,FM,96944
6064,0,508167738,Donald,U,Dennison,871,Demetria Avenue,1i4,Stuart,NE,68780
6065,0,552350131,Heidrich,N,Meri,267,Kalleward St,4k5,Las Vegas,NV,89151
6066,0,487257053,Wentz,X,Dugard,120,Truoc Lane,3w0,Canyon Creek,MT,59633
6067,0,117882751,Abdel,O,Turcot,833,Skogen Lane,7b4,Prescott,WA,99348
6068,0,116338080,Gaitan,R,Ashlen,653,Kohama Avenue,8l7,Black Hawk,CO,80422
6069,0,563012771,Rossington,N,Neriishi,14,Eller Ln,4o5,Perry Point,MD,21902
6070,0,115217135,Remson,,Keever,850,Peugh Avenue,2d2,Crump,TN,38327
6071,0,258141612,Aggarwal,N,Rathvon,,PO Box 1837,,Wakefield,RI,02879
6072,0,411745151,Jacklyn,,Schoenermarck,47,Malam,4q5,Kenton,OH,43326
6073,0,668458583,Sillo,L,Corie,578,Stevenson Ln,1e3,Tropic,UT,84776
6074,0,264907744,Durand,E,Patchit,961,Heckmann St,3o0,Agana,GU,96911
6075,0,705434254,Ziff,C,Selig,136,Campburn Road,0e3,Bern,ID,83220
6076,0,278808450,Apiruksa,L,Markmeyer,836,Chihara Street,8u5,Georgetown,CA,95634
6077,0,625302220,Scherf,R,Hasa,581,Faus Rd,3y8,Lakin,KS,67860
6078,0,606311011,Stlaurent,T,Annalise,249,Piyu Avenue,1o3,Trenton,NJ,08610
6079,0,773816015,Locher,,Randee,,PO Box 432,,New Zion,SC,29111
6080,0,471504185,Antonetta,Q,Duser,712,Eymery Ave,2c2,Clinton,MA,01510
6081,0,632887486,Hsia,F,Byma,563,Mascioli,4r3,Tyndall,SD,57066
6082,0,541441375,Toponce,L,Loske,15,Matsumoto Pkwy,2q0,Eyota,MN,55934
6083,0,543327130,Supami,L,Yoshi,451,Schmalz Ln,6a6,Grand Prairie,TX,75050
6084,0,451771834,Balance,,Suarez,,PO Box 1796,,Hot Sulphur Springs,CO,80451
6085,0,116091360,Reymann,E,Martineu,,PO Box 2207,,North Bonneville,WA,98639
6086,0,251605561,Lucinda,O,Dilles,31,Tinkcom Pkwy,3l7,Williston,TN,38076
6087,0,670141584,Roxi,V,Salkaus,349,Hidaka Parkway,0c8,Ryan,OK,73565
6088,0,487113778,Ondi,E,Higuchi,140,Dermardiros Ave,3u7,Anchorage,AK,99510
6089,0,476760580,Sarwat,K,Warlock,251,Kayne Parkway,1z2,Walls,MS,38680
6090,0,255732610,Drake,C,Bragga,112,Cserna St,2p8,Washington,DC,20527
6091,0,631275648,Mutaguchi,I,Maidsir,891,Couse St,1g3,East Kingston,NH,03827
6092,0,131440253,Fleck,C,Strom,975,Jewelle Lane,6l3,Aguada,PR,00602
6093,0,673450761,Braunwalder,T,Massengill,978,Danni,8z2,Knoxville,TN,37901
6094,0,433748812,Bollar,G,Gemeaux,111,Thielke Road,1l7,Washington,DC,20299
6095,0,173871762,Hermosillo,K,Rastelli,,PO Box 4315,,Choctaw,OK,73020
6096,0,762545713,Burrola,Q,Siward,242,Vettel,5w6,Wilder,MN,56184
6097,0,716483066,Schaeufele,Z,Spejewski,28,Osawa Rd,2f7,Salinas,PR,00751
6098,0,576185006,Arsena,G,Ostrega,654,Greening Avenue,7l4,Washington,DC,20317
6099,0,444687753,Douglas,L,Cardinale,483,Motove Road,5r3,Castleton,VT,05735
6100,0,157855460,Gram,G,Orford,274,Kreta Road,8k8,Toledo,OH,43615
6101,0,165386670,Yelvington,Z,Michael,809,Quenzer,4f7,Woden,TX,75978
6102,0,430740036,Brierley,,Vipool,193,Hagewood St,2a5,Assonet,MA,02702
6103,0,652366073,Adorno,C,Folan,841,Caratjas Rd,6n5,Beaver,AR,72613
6104,0,230356052,Ziqiang,L,Bunning,214,Moehrle Road,1a1,Hillsdale,OK,73743
6105,0,411058011,Borek,G,Thuc,281,Jedd Rd,2d2,Wood,SD,57585
6106,0,567828521,Schnorr,J,Szapacs,274,Friend Ave,2x5,Wallpack Center,NJ,07881
6107,0,340571015,Dagas,A,Berliner,,PO Box 4661,,Epes,AL,35460
6108,0,732061263,Rodent,Q,Mumm,962,Varao Avenue,8s7,Hope,RI,02831
6109,0,471730641,Cahill,P,Arbogast,113,Faou St,8c1,West Monroe,LA,71294
6110,0,414724420,Haeckl,Y,Schurer,,PO Box 1602,,Clayville,RI,02815
6111,0,163755541,Isri,J,Fosmark,,PO Box 2746,,Monroe,CT,06468
6112,0,310665887,Wolfangel,,Kuttig,170,Barry St,7t3,Kosrae,FM,96944
6113,0,746452130,Polick,P,Wilburt,675,Canby Ave,3r2,Gunlock,UT,84733
6114,0,532342376,Harvin,,Oivind,54,Gourlay Street,0d1,Magnolia,DE,19962
6115,0,671287010,Cesari,T,Klink,609,Whitmarsh Avenue,3v5,Pennington Gap,VA,24277
6116,0,327862201,Theys,G,Schade,320,Pluton Rd,0s0,Saint Joseph,MO,64503
6117,0,776544116,Toscano,,Marten,653,Anson Avenue,2e1,Lemmon,SD,57638
6118,0,612747157,Magineau,N,Selma,229,Bhardwaj Street,5x0,Weissert,NE,68880
6119,0,332611582,Elwin,U,Coeckelberghs,555,Borres Avenue,1h0,Viborg,SD,57070
6120,0,238071832,Shinder,L,Poor,3,Salkilld,7g1,Coos Bay,OR,97420
6121,0,656107554,Lystuik,D,Delauro,938,Kiuchi,8y8,Glendale,RI,02826
6122,0,141544122,Mirva,B,Grassot,989,Woodall Street,5b1,Bliss,ID,83314
6123,0,602051355,Weckesser,Z,Niilo,84,Feliciano Rd,7r0,Advance,MO,63730
6124,0,332682523,Hupe,S,Huntlee,724,Dorotea,6p7,Mount Sterling,WI,54645
6125,0,177306818,Goetz,E,Gripe,,PO Box 4061,,Aguas Buenas,PR,00607
6126,0,448675138,Wilf,Y,Pelletier,29,Schaff Street,6p0,Hartville,WY,82215
6127,0,717724846,Norhamidah,A,Raven,928,Takeda Ave,5r3,Forrest City,AR,72335
6128,0,741880541,Stepp,,Wellbank,483,Chareyre Avenue,7e6,Inola,OK,74036
6129,0,712357161,Wurster,,Masand,265,Mcclaflin Pkwy,7s3,Devils Tower,WY,82714
6130,0,610185310,Anitta,P,Marhuenda,175,Takenami Ave,7z5,Brandon,VT,05733
6131,0,740542823,Lajaunia,P,Niedzielak,947,Viswamitra St,4d1,Twin Mountain,NH,03589
6132,0,366858313,Fossier,Y,Windler,350,Lindholm,4m7,Coto Laurel,PR,00644
6133,0,264426666,Laurna,,Lisak,935,Salom Road,2e8,Marengo,WI,54855
6134,0,207517523,Homerus,,Ishikawa,320,Araujo Lane,7q4,Prospect Harbor,ME,04669
6135,0,637200226,Olinyk,T,Rigstad,824,Lepha Rd,4x4,West Liberty,IA,52776
6136,0,341678470,Entreprise,,Hoxeng,151,Sapti Avenue,2r1,Harrington,ME,04643
6137,0,353502304,Scalley,W,Roerden,584,Termine Ave,7i3,Kosrae,FM,96944
6138,0,513756818,Barb,X,Hallstein,,PO Box 2439,,Kodiak,AK,99619
6139,0,751288407,Pasher,N,Hortensia,26,Bellairs Street,7g2,Williford,AR,72482
6140,0,714534470,Yingst,,Gagliolo,748,Geah Pkwy,6r6,Cruz Bay,VI,00830
6141,0,404176424,Reddi,G,Garduque,266,Constancia Road,3t4,Waldo,WI,53093
6142,0,226857777,Hirdler,Q,Keizer,508,Poirier Pkwy,3u3,Juncos,PR,00666
6143,0,372153035,Pac,G,Maniatakes,30,Guisler Rd,4z8,Neopit,WI,54150
6144,0,784744541,Helin,,Gotch,443,Dede Rd,2o3,Gilson,IL,61436
6145,0,362066353,Jooseppi,W,Ritsue,758,Xian Road,6u7,Kosrae,FM,96944
6146,0,510104628,Moonistt,C,Shiroshi,196,Blaise Ave,0m4,Westminster,CO,80030
6147,0,173532863,Flaming,,Zelle,909,Loher Road,2k3,Boise,ID,83715
6148,0,146572363,Patullo,E,Florek,184,Kettles Parkway,1s7,North Scituate,RI,02857
6149,0,151705850,Chie,W,Valade,849,Brilhaus Road,2l7,Swanton,NE,68445
6150,0,763302765,Boucree,,Bynaker,703,Arace Lane,5y8,Agana,GU,96916
6151,0,580543618,Deven,P,Adelind,477,Grib Street,3z8,Detroit,MI,48224
6152,0,515773382,Eisenberg,T,Tomaszewska,872,Borenstein Lane,6p2,Lindsay,MT,59339
6153,0,166180158,Deny,O,Oberlander,378,Winchenbach Pkwy,5b8,Hancock,NH,03449
6154,0,141286473,Mastain,,Irmhild,611,Neelam Street,4j5,Dozier,AL,36028
6155,0,742156378,Mayre,,Libbi,812,Brandes Street,4u4,Benton,KS,67017
6156,0,654465061,Adelman,,Delena,,PO Box 1138,,Exeter,RI,02822
6157,0,703217150,Fadila,N,Zahirul,,PO Box 541,,Bovina,TX,79009
6158,0,753665472,Huncharek,W,Aisnah,946,Yuk Ln,7v2,Whittaker,WV,25210
6159,0,258088202,Paddock,N,Allgood,615,Pasana Avenue,0z2,Camden,NJ,08102
6160,0,718468177,Juanita,F,Paradies,219,Dohmen Avenue,1b3,Lewes,DE,19958
6161,0,328240421,Hollas,D,Staffing,475,Ciriales,2q6,Sparks,NV,89434
6162,0,561180171,Pasternack,K,Vicari,240,Hemery,5q5,Rockland,DE,19732
6163,0,326405813,Shive,U,Demetre,,PO Box 2672,,La Crosse,AR,72549
6164,0,516752814,Godwin,E,Mungaray,158,Warrington,3d1,Elizabeth,NJ,07205
6165,0,407228252,Dela,L,Tribby,123,Empdb Road,6b7,Raymond,MT,59256
6166,0,414641861,Marmen,G,Mancinotti,164,Fraze Avenue,8d3,Clinton,NJ,08809
6167,0,380150742,Calomeni,M,Breihof,655,Fellouhe Ave,6c7,Port Reading,NJ,07064
6168,0,777214621,Sybil,D,Longo,621,Ardelle Ln,5b5,Gardnerville,NV,89410
6169,0,468815531,Czerkl,S,Bluethner,260,Nelu Avenue,6p4,Ashuelot,NH,03441
6170,0,103448863,Dobbs,A,Lubino,345,Blattman Pkwy,7x1,Bethalto,IL,62010
6171,0,502872080,Docter,X,Stamp,592,Tuok,4w2,San Sebastian,PR,00755
6172,0,756802055,Quickert,O,Bohner,6,Beukema Parkway,4u2,Burlington,WY,82411
6173,0,747664817,Archibold,N,Connington,484,Kurash Ave,8c8,Topeka,KS,66642
6174,0,115415761,Kelbe,,Shim,804,Ilibassi Avenue,3a6,Mount Vernon,SD,57363
6175,0,188268183,Guillemette,K,Hennequin,606,Schanwolf Rd,4o7,Washington,DC,20207
6176,0,683075645,Ronneke,Z,Osmun,112,Vilozny Street,0u3,Cottage Grove,OR,97472
6177,0,334515812,Krauth,Y,Nobuyuki,698,Albertz,7d0,Londonderry,VT,05148
6178,0,364336621,Lingafelter,,Kanters,913,Toyomitsu St,4g1,Silverdale,WA,98383
6179,0,254385842,Bobinyec,S,Estevao,712,Lewy Ave,4u7,Hollandale,MS,38748
6180,0,106850505,Partap,Y,Gayral,770,Ameling Street,6c3,Oklahoma City,OK,73118
6181,0,203431261,Merci,,Joli,256,Bridgeman Ln,6y5,Eagle River,AK,99577
6182,0,381273027,Shachtman,S,Sugarbroad,690,Winonah Avenue,0f7,APO New York,NY,09086
6183,0,603053672,Leshner,A,Harada,596,Ludgard Ln,4k7,Topsham,ME,04086
6184,0,246027656,Boutin,,Gannon,968,Bartlett Ave,2r1,Mathews,LA,70375
6185,0,437380570,Bacile,V,Hendrick,965,Mckibben St,2z6,APO San Francisco,GU,96334
6186,0,641380152,Juriyah,H,Cori,,PO Box 2997,,Spring Lake,NC,28390
6187,0,420785764,Suarez,K,Deogracias,483,Sparling St,4t0,Billings,MT,59117
6188,0,581444354,Furlow,E,Bernarr,470,Borrione Road,7j2,Las Vegas,NV,88902
6189,0,276487365,Bertoldo,,Serum,200,Hynek Rd,6g4,Essex Junction,VT,05453
6190,0,381771776,Kunming,E,Winpenny,83,Guilfoyle Avenue,8a0,Pahrump,NV,89041
6191,0,637720418,Dialout,Q,Hsinshi,522,Schoenfeld Rd,7p7,Chinook,MT,59523
6192,0,632660283,Hiromitsu,E,Zappe,592,Sheng St,4v5,Troy,NH,03465
6193,0,383164868,Sharlee,,Whittum,16,Benavides Lane,2s0,Gloucester,MA,01931
6194,0,621283024,Prativadi,J,Planesi,781,Redsell Street,1o8,Bayamon,PR,00619
6195,0,503882182,Lane,X,Zaharoff,702,Saibal Rd,3f8,Statesville,NC,28677
6196,0,304301428,Wurtz,L,Erhardt,289,Sukloff Street,4o1,Dubois,WY,82513
6197,0,643571008,Pottinger,U,Ballart,,PO Box 3488,,Moraga,CA,94556
6198,0,427315821,Brien,Q,Kasten,795,Kimmel Ave,2q7,Starlight,PA,18461
6199,0,451175875,Ouchida,Y,Ardito,221,Ubis Rd,2h0,Ocean Shores,WA,98569
6200,0,206357884,Alecos,C,Borremans,951,Hochbaum St,5t8,San Juan,PR,00909
6201,0,561844524,Kang,B,Eemil,727,Juhana Pkwy,5j7,Piney Woods,MS,39148
6202,0,540351785,Odegaard,O,Tremain,224,Guatto Avenue,5j4,Salt Lake City,UT,84112
6203,0,305622204,Opalski,G,Brouch,162,Gibbons,5l7,North Attleboro,MA,02760
6204,0,516554685,Gradulewski,F,Saxman,559,Hyams Road,1t7,Exeter,RI,02822
6205,0,714330758,Dominguez,G,Harley,380,Yasuhiko Rd,5u2,Christiansted,VI,00824
6206,0,336632443,Barley,K,Saaonah,518,Katty Ln,2u7,Madison,NE,68748
6207,0,180512343,Hoefer,V,Fetter,372,Nakina Avenue,6y1,Columbia,SC,29228
6208,0,274081147,Masao,M,Perman,891,Erda Ave,3u4,Port Henry,NY,12974
6209,0,240527305,Koff,Z,Pimpare,218,Teddy Lane,4l5,Kosrae,FM,96944
6210,0,174034728,Launer,E,Rapoport,689,Vescovi Avenue,4v1,Newcastle,ME,04553
6211,0,202118821,Stables,I,Buechsenstein,449,Fanz Street,3k8,Tyrone,PA,16686
6212,0,358680401,Hatchett,P,Forsberg,286,Rangaswami Ave,1q2,Ithaca,NE,68033
6213,0,456860845,Burgerhout,H,Wasi,539,Thomassey Lane,1o7,Lavelle,PA,17943
6214,0,741611804,Daikichi,W,Peny,,PO Box 1781,,Baltimore,MD,21272
6215,0,116363204,Fellers,,Donner,168,Sabo Road,1y2,Charlotte Amalie,VI,00803
6216,0,471300531,Jouliet,J,Neng,333,Outhwaite Ave,6u1,Kings Mills,OH,45034
6217,0,241366742,Marmillon,,Helio,,PO Box 1298,,Aguirre,PR,00608
6218,0,206255423,Tordocs,,Zhishun,651,Belliveau Ln,5i7,Butte,MT,59701
6219,0,463076756,Paynter,R,Lemar,161,Cassandry Rd,5h1,Castleford,ID,83321
